20.000000; 0.274
21.200001; 0.264
22.400000; 0.252
23.600000; 0.241
25.000000; 0.230
26.500000; 0.221
28.000000; 0.214
30.000000; 0.209
31.500000; 0.208
33.500000; 0.211
35.500000; 0.217
37.500000; 0.228
40.000000; 0.246
42.500000; 0.268
45.000000; 0.291
47.500000; 0.315
50.000000; 0.339
53.000000; 0.367
56.000000; 0.394
60.000000; 0.431
63.000000; 0.458
67.000000; 0.494
71.000000; 0.531
75.000000; 0.571
80.000000; 0.622
85.000000; 0.676
90.000000; 0.729
95.000000; 0.776
100.000000; 0.814
106.000000; 0.843
112.000000; 0.854
118.000000; 0.847
125.000000; 0.824
132.000000; 0.791
140.000000; 0.751
150.000000; 0.706
160.000000; 0.672
170.000000; 0.650
180.000000; 0.636
190.000000; 0.623
200.000000; 0.609
212.000000; 0.588
224.000000; 0.565
236.000000; 0.545
250.000000; 0.531
265.000000; 0.532
280.000000; 0.546
300.000000; 0.579
315.000000; 0.607
335.000000; 0.642
355.000000; 0.668
375.000000; 0.678
400.000000; 0.660
425.000000; 0.599
450.000000; 0.494
475.000000; 0.353
500.000000; 0.190
530.000000; -0.023
560.000000; -0.245
600.000000; -0.546
630.000000; -0.772
670.000000; -1.058
710.000000; -1.313
750.000000; -1.526
800.000000; -1.729
850.000000; -1.868
900.000000; -1.954
950.000000; -2.002
1000.000000; -2.022
1060.000000; -2.023
1120.000000; -2.014
1180.000000; -2.005
1250.000000; -2.005
1320.000000; -2.022
1400.000000; -2.061
1500.000000; -2.129
1600.000000; -2.207
1700.000000; -2.282
1800.000000; -2.348
1900.000000; -2.400
2000.000000; -2.435
2120.000000; -2.458
2240.000000; -2.466
2360.000000; -2.465
2500.000000; -2.463
2650.000000; -2.465
2800.000000; -2.472
3000.000000; -2.487
3150.000000; -2.504
3350.000000; -2.535
3550.000000; -2.577
3750.000000; -2.632
4000.000000; -2.721
4250.000000; -2.825
4500.000000; -2.937
4750.000000; -3.052
5000.000000; -3.166
5300.000000; -3.294
5600.000000; -3.408
6000.000000; -3.532
6300.000000; -3.602
6700.000000; -3.666
7100.000000; -3.706
7500.000000; -3.734
8000.000000; -3.776
8500.000000; -3.849
9000.000000; -3.972
9500.000000; -4.150
10000.000000; -4.381
10600.000000; -4.722
11200.000000; -5.127
11800.000000; -5.585
12500.000000; -6.084
13200.000000; -6.255
14000.000000; -5.805
15000.000000; -4.784
16000.000000; -3.868
17000.000000; -3.133
18000.000000; -2.535
19000.000000; -2.075
20000.000000; -1.892
